Original sort order,Names,Acres,Month & Day,Year
1742,"Rytlestaff, Fred'k",100,June 7,1745
1743,"Rush, Joseph",Lots,Nov. 1,1745
1744,"Rieff, Peter",100,March 9,1746
1745,"Rodtt, Jacob",100,March 17,1746
1746,"Ross, John, & Als.",1707,Sept. 6,1746
1747,"Repp, Casper",50,Oct. 28,1746
1748,"Repp, Casper",50,Oct. 28,1746
1749,"Reiff, Conrad",25,Oct. 28,1746
1750,"Reemer, Nicholas",50,Oct. 28,1746
1751,"Romick, Daniel",150,Feb. 5,1747
1752,"Ranstead, Caleb",Lots,March 30,1747
1753,"Reever, Leonard",40,April 9,1747
1754,"Remer, Mathias",50,June 6,1747
1755,"Rawle, Francis",Lot,Sept. 1,1747
1756,"Reigher, John",50,May 12,1748
1757,"Rolaver, Valentine",50,June 3,1748
1758,"Rhodearmy, Christ'r",50,Sept. 5,1748
1759,"Rush, Joseph",Lot,Nov. 16,1748
1760,"Redenhower, Baltzer",75,Nov. 29,1748
1761,"Resh, Jacob",50,Feb. 3,1749
1762,"Reininger, Marks",150,Feb. 13,1749
1763,"Redd, Conrad Jn'o",100,Feb. 21,1748-9
1764,"Resh, Jacob",50,March 5,1749
1765,"Rude, Christian",50,April 27,1749
1766,"Regleman, Martin",100,Dec. 4,1749
1767,"Robbins, Christopher",100,Dec. 16,1749
1768,"Rhoads, Barnebas",100,Jan. 10,1750
1769,"Resh, Jacob",25,Feb. 7,1750
1770,"Reiff, Conrad",50,April 10,1750
1771,"Ritter, Martin",25,May 8,1750
1772,"Rosamond, Jacob",100,May 24,1750
1773,"Rigart, Wm.",25,May 13,1750
1774,"Reesal, Mich'l",100,May 15,1750
1775,"Reslar, George",50,May 17,1750
1776,"Reigar, John",50,Oct. 3,1750
1777,"Rever, Leonard",40,Oct. 11,1750
1778,"Rutter, Henry",50,Oct. 16,1750
1779,"Rodarmal, Lawrence",25,Oct. 24,1750
1780,"Retchey, Nicholas",50,Nov. 28,1750
1781,"Rixer, Nicholas",25,Dec. 4,1750
1782,"Remley, Adam",25,April 2,1751
1783,"Reitz, Frederick",25,April 3,1751
1784,"Reitz, Frederick",25,April 3,1751
1785,"Rees, Andreas",75,Nov. 15,1750
1786,"Rieff, Conrad",50,May 1,1751
1787,"Reiff, Conrad",25,May 1,1751
1788,"Rutter, Francis",30,June 5,1751
1789,"Reigletyer, Fred'k",100,Oct. 10,1751
1790,"Rodarmel, Lawrence",25,Nov. 15,1751
1791,"Reeve, Peter, & Als",null,Jan. 14,1752
1792,"Ries, Michael",Lot,Feb. 3,1752
1793,"Reifell, Adam",Lot,Feb. 3,1752
1794,"Ruhl, Peter",Lot,Feb. 3,1752
1795,"Reeve, P., & J. Sanders",246,June 28,1755
1796,"Roberts, Jonathan",150,May 4,1756
1797,"Read, John",581,Aug. 11,1758
1798,"Royer, Martin",50,April 18,1759
1799,"Robeson, Rudeman",8,March 22,1769
1800,"Ryer, Martin",120,July 10,1760
1801,"Read, John",Lot,Aug. 2,1760
1802,"Reazer, Fred'k",139.5,Oct. 9,1760
1803,"Rees, Evan",136,Jan. 7,1761
1804,"Robison, John",150,Jan. 27,1761
1805,"Reynolds, H'y and Samuel",1000,April 2,1761
1806,"Richards, David",Lot,April 14,1762
1807,"Richardson, Joseph",200,April 20,1762
1808,"Rees, Daniel",200,Sept. 29,1762
1809,"Rees, Evan",200,Sept. 30,1762
1810,"Rush, Joseph",Lot,March 26,1763
1811,"Roberts, Isaac",Lot,June 3,1763
1812,"Richardson, Joseph",300,Sept. 17,1763
1813,"Reynolds, Samuel & H'y",null,April 24,1764
1814,"Rakestraw, Wm., & Co.",Bank lot,Oct. 1,1764
1815,"Read, John",3350,Aug. 16,1766
1816,"Rahn, Casper",60,Sept. 14,1767
1817,"Robeson, Nicholson",109,Nov. 13,1769
1818,"Reedt, Jacob",215.15,Jan. 26,1770
1819,"Rossenberger, John",109.31,Feb. 9,1770
1820,"Rees, Henry",141,Feb. 14,1770
1821,"Rosenberger, H'y",50,Feb. 16,1770
1822,"Rohr, Andrew John",Lot,June 4,1772
1823,"Rhoads, Samuel, & others",null,Dec. 3,1773
1824,"Rees, Lewis",Lot,March 10,1775
1825,"Reed, Isaac E.",2,Dec. 10,1838
1826,"Shaw, Samuel",150,Jan. 31,1733
1827,"Starr, Isaac",400,Jan. 31,1733
1828,"Sheffer, Maximilian",200,Feb. 5,1733
1829,"Sellen, Anthony",100,Feb. 5,1733
1830,"Shilbert, Peter",20,Feb. 5,1733
1831,"Starr, James",275,Feb. 5,1733
1832,"Starr, Jeremiah",500,Feb. 5,1733
1833,"Spengler, Jacob",150,Feb. 27,1733
1834,"Sherrar, Ulrich",150,March 2,1733
1835,"Stapleton, Robert",100,March 7,1733
1836,"Sharrar, Ulrich",100,March 14,1733
1837,"Showler, Gabriel",200,March 14,1733
1838,"Spong, Michael",150,March 14,1733
1839,"Shaw, Anthony",Lot,May 28,1733
1840,"Shute, Thomas",200,June 10,1733
1841,"Starr, Moses",700,Nov. 10,1733
1842,"Starter, Ulrich",100,Jan. 8,1734
1843,"Simony, John",100,Jan. 8,1734
1844,"Sweitzer, Andreas",150,Jan. 8,1734
1845,"Smith, Wm.",125,Jan. 8,1734
1846,"Starr, Moses",100,Jan. 31,1734
1847,"Shankle, Martin",200,Feb. 22,1734
1848,"Snyder, Conrad",100,Feb. 22,1734
1849,"Staub, Peter Hans",100,Feb. 25,1734
1850,"Siler, George",150,Feb. 25,1734
1851,"Stoneman, George",100,Feb. 26,1734
1852,"Stoneman, John",150,Feb. 26,1734
1853,"Strauver, Christ'n",100,March 6,1734
1854,"Scholze, George",150,March 23,1733-4
1855,"Seehang, Nicholas",100,March 29,1734
1856,"Smith, Henry",100,April 4,1734
1857,"Shouler, Gabriel",180,April 5,1734
1858,"Schooltz, Nicholas",100,April 27,1734
1859,"Stouffer, H'y",225,May 28,1734
1860,"Sheer, Ulrich",100,May 31,1734
1861,"Snyder, John, Jr.",100,June 4,1734
1862,"Sasmanhoust, H'y Yost",50,Aug. 13,1734
1863,"Schieffer, Lewis",150,Aug. 21,1734
1864,"Shoemaker, Geo.",50,Sept. 2,1734
1865,"Smith, Jacob",150,Sept. 2,1734
1866,"Smith, Christopher",200,Sept. 2,1734
1867,"Shellhammer, Jacob, Phil.",125,Sept. 3,1734
1868,Sickfright,50,Aug. 14,1734
1869,"Sober, Charles",100,Sept 10,1734
1870,"Sober, Henry",200,Sept. 12,1734
1871,"Sickford, John",150,Sept. 12,1734
1872,"Shere, Ulrich",250,Sept 30,1734
1873,"Sell, Anthony",150,Oct. 2,1734
1874,"Sasmanhoust, H'y Yost",200,Nov. 5,1734
1875,"Scull, James",125,Nov. 7,1734
1876,"Seever, John",50,Nov. 8,1734
1877,"Sneider, Henry",150,April 16,1735
1878,"Stuck, John",100,April 29,1735
1879,"Scull, Nicholas",250,Aug. 22,1735
1880,"Salked, John",Lot,Dec. 15,1735
1881,"Sober, Thomas",Lot,Jan. 19,1735-6
1882,"Stapleton, Tobias",200,Jan 20,1736
1883,"Salkeld, John",Lot,Feb. 7,1735-6
1884,"Spittlemeyer, Martin",100,Feb. 10,1736
1885,"Sober, Thomas",Lots,July 9,1736
1886,"Smick, Johannes",100,Aug. 11,1736
1887,"Sneider, John",150,Oct. 30,1736
1888,"Sneider, Hans",125,Nov. 10,1736
1889,"Stubenbaker, Peter",200,Dec. 7,1736
1890,"Stubenbaker, Clement",200,Dec. 7,1736
1891,"Seitzholtz, Mich'l",100,Dec. 29,1736
1892,"Snyder, Henry",20,Dec. 30,1736
1893,"Sickler, John",150,Jan. 14,1737
1894,"Steinbrimer, Mich'l",200,Jan. 18,1737
1895,"Sheffer, Maximilian",50,Feb. 15,1737
1896,"Smith, Peter",100,Feb. 17,1737
1897,"Sickford, John",300,Feb. 24,1737
1898,"Sickford, John",150,Feb. 24,1737
1899,"Sneider, John",120,March 1,1737
1900,"Seitzholtz, Mich'l",50,March 7,1737
1901,"Sturer, Nicholas",200,March 18,1737
1902,"Sheppard, Thomas",150,March 22,1737
1903,"Smith, Leonard",250,April 8,1737
1904,"Stopher, Daniel",50,May 28,1737
1905,"Sheerer, Augustus",100,June 25,1737
1906,"Starr, Isaac",150,July 7,1737
1907,"Sneider, Henry",150,July 7,1737
1908,"Sneider, Christ'n",100,July 29,1737
1909,"Shleer, Johannes",200,Sept. 23,1737
1910,"Spengler, George",200,Oct. 12,1737
1911,"Sadler, Conrad",80,Nov. 1,1737
1912,"Smith, Jacob",50,Nov. 16,1737
1913,"Stoneman, Geo. Hans",50,Nov. 22,1737
1914,"Smith, Geo. Hans",150,Nov. 30,1737
1915,"Speck, Matthew",200,Dec. 3,1737
1916,"Smith, Robert",100,Dec. 15,1737
1917,"Steinbough, Christ'n",100,Jan. 16,1738
1918,"Sleyger, Henry",200,March 25,1738
1919,"Shaw, Samuel",50,April 10,1738
1920,"Seitzlouf, George",200,Aug. 16,1738
1921,"Seitzlouf, Balthazzar",200,Aug. 16,1738
1922,"Slegle, Christian",250,Aug. 16,1738
1923,"Seitzlouf, Nicholas",200,Aug. 16,1738
1924,"Snyder, Jacob",200,Aug. 22,1738
1925,"Setrasser, John",150,Sept. 19,1738
1926,"Shutfort, George",150,Oct. 11,1738
1927,"Sickfut, John",300,Oct. 12,1738
1928,"Smith, Henry",100,Oct. 18,1738
1929,"Sellar, Elias",250,Oct. 19,1738
1930,"Sneider, Stephen",200,Oct. 20,1738
1931,"Sneider, Nicholas, Jno.",100,Oct. 20,1738
1932,"Shambock, Geo.",100,Feb. 13,1739
1933,"Suppinger, Conrad",50,Feb. 27,1739
1934,"Snyder, Christian",50,March 5,1739
1935,"Shoemaker, Benj.",50,Mar 8,1739
1936,"Snyder, John",118.25,July 30,1739
1937,"Smick, John",25,Sept. 20,1739
1938,"Sheapfir, Christian",100,Oct. 19,1739
1939,"Strettle, Robert",10,Feb. 25,1740
1940,"Shippen, Edw.",1.91,March 14,1740
1941,"Smith, Jacob",100,April 16,1740
1942,"Stanley, Rich'd",null,May 17,1740
1943,"Simmer, Christ'r",60,Oct. 3,1740
1944,"Shubert, John",null,Dec. 1,1740
1945,"Stover, Daniel",150,Dec. 11,1740
1946,"Speck, Mathew",100,Jan. 11,1741
1947,"Snyder, H'y John",100,March 16,1741
1948,"Spangle, Martin",100,May 1,1741
1949,"Shippen, Edw.",Bank lot,Aug. 1,1741
1950,"Sturzman, Martin",100,Feb. 17,1742
1951,"Shirer, Johannes",100,March 3,1742
1952,"Snriever, Conrad",50,March 4,1742
1953,"Staum, Benedict",50,March 4,1742
1954,"Suppinger, Conrad",50,June 23,1742
1955,"Shewbert, John",Lot,July 19,1742
1956,"Swenk, Peter",90,July 29,1742
1957,"Steiner, John",100,July 29,1742
1958,"Stutzman, Jacob",100,Oct. 2,1742
1959,"Stutzman, Jacob",100,Oct. 2,1742
1960,"Seller, Abraham, & Als.",150,Dec. 11,1742
1961,"Snyder, Christ'n",50,Feb. 16,1743
1962,"Snyder, Christ'n",150,Feb. 16,1743
1963,"Shroofe, Adam",50,March 10,1743
1964,"Souban, John",100,March 20,1743
1965,"Shell, Jacob",200,April 11,1743
1966,"Snyder, Christ'n",150,April 11,1743
1967,"Scull, Nicholas",Liberty land,Aug. 4,1743
1968,"Scull, Nicholas",50,Sept. 14,1743
1969,"Schweng, John",20,Sept. 20,1743
1970,"Schweng, John",100,Sept. 20,1743
1971,"Sawerbier, Geo.",150,Dec. 5,1743
1972,"Shealer, Simon",80,Jan 3,1744
1973,"Snyder, Christ'n",100,Jan. 4,1743-4
1974,"Stapleton, Tobias",25,Feb. 8,1744
1975,"Streavy, Jacoby",100,Feb 9,1744
1976,"Suller, George",150,Feb. 18,1744
1977,"Swarm, Wm.",50,April 3,1744
1978,"Shere, Ulrich",100,May 4,1744
1979,"Straub, Peter Hans",200,June 6,1744
1980,"Stapleton, Rob't",50,June 8,1744
1981,"Stapleton, Rob't",50,July 23,1744
1982,"Suller, Geo.",150,Aug. 3,1744
1983,"Smith, Jacob",200,Aug. 9,1744
1984,"Stahl, Godfrey",100,Aug. 13,1744
1985,"Shultz, George",100,Oct. 1,1744
1986,"Sigler, Philip",50,Jan. 15,1745
1987,"Strauser, Nicholas",25,March 27,1745
1988,"Sigismund, Ernest",150,April 19,1745
1989,"Seydel, Sigismund Ernest",50,April 19,1745
1990,"Snyder, Christian",150,May 4,1745
1991,"Schmidt, Peter",200,June 19,1745
1992,"Sassmanhauser, Hermanus",200,July 11,1745
1993,"Shliger, John",100,Sept. 20,1745
1994,"Shoemaker, Jacob",Lot,Nov. 1,1745
1995,"Shoemaker, Benj.",Lot,Nov. 1,1745
1996,"Smith, John",Lot,Nov. 5,1745
1997,"Shoemaker, Christ'n",50,Dec. 3,1745
1998,"Schem, Thomas",25,March 10,1746
1999,"Streider, George",50,April 10,1746
2000,"Stauff, Adam",100,May 28,1746
2001,"Sasmanhouser, H'y Yost",33,Sept. 1,1746
2002,"Sowbow, John",50,Dec. 28,1746
2003,"Shollyberger, Fred'k",100,Jan. 13,1747
2004,"Sneider, Paul",100,Feb. 5,1747
2005,"Shwoome, Wm.",50,Feb. 18,1747
2006,"Stevens, Rich'd",100,June 13,1747
2007,"Seister, Michael",100,July 18,1747
2008,"Snyder, Henry",50,Oct. 1,1747
2009,"Siester, Michael",50,Oct. 28,1747
2010,"Stover, Daniel",136130,Nov. 2,1747
2011,"Stover, Daniel",119.30,Nov. 2,1747
2012,"Smith, Nicholas Hans",100,Feb. 28,1748
2013,"Swan, Richard",Lot,May 3,1748
2014,"Sweitner, Martin",100,May 3,1748
2015,"Swartz, George",50,July 28,1748
2016,"Smith, Jacob",100,Aug. 23,1748
2017,"Stomm, Jacob",100,Sept. 30,1748
2018,"Seator, George",25,Oct. 1,1748
2019,"Schreider, Mich'l",50,Nov. 15,1748
2020,"Smith, David",200,,1748
2021,"Snyder, Christian",150,Dec. 7,1748
2022,"Shain, Thomas",100,Dec. 30,1748
2023,"Smith, Conrad",58,Jan. 13,1748-9
2024,"Schlunatrer, Stephen",100,Jan. 27,1748-9
2025,"Schwantzbaugh, Adam",100,Feb. 5,1749
2026,"Shaller, George",50,Feb. 14,1748-9
2027,"Sheerer, Ulrich",100,Feb. 23,1748
2028,"Summony, Isaac",100,March 7,1749
2029,"Shellamer, Philip",30,March 10,1749
2030,"Somoony, Isaac",50,March 17,1748-9
2031,"Swing, John",50,April 7,1749
2032,"Shlear, Rudolph",50,May 5,1749
2033,"Snyder, Christ'n",150,May 18,1748
2034,"Smick, John",20,June 14,1749
2035,"Sneider, Conrad",25,July 13,1749
2036,"Speece, Victor",20,Aug. 22,1749
2037,"Seigle, John",100,Aug. 22,1749
2038,"Shultz, Melchoir",125,Oct. 2,1749
2039,"Soones, Philip",25,Oct. 25,1749
2040,"Stump, Herman",50,Oct. 27,1749
2041,"Smithers, Wm.",100,Dec. 8,1749
2042,"Schmerger, Peter",25,Feb. 7,1750
2043,"Sands, John",60,Feb. 25,1750
2044,"Stevens, Rich'd",100,March 4,1750
2045,"Shieler, Lawrence",50,March 9,1750
2046,"Schwint, Johannes",50,April 11,1750
2047,"Schwartz, Nicholas",50,Sept. 28,1750
2048,"Schenkle, Henry",100,Nov. 9,1750
2049,"Smith, David",25,Oct. 11,1750
2050,"Spohn, George",50,Nov. 23,1750
2051,"Stofer, Jacob",150,Dec. 31,1750
2052,"Schultz, Daniel",50,April 25,1751
2053,"Stundeberger, Clement",25,May 1,1751
2054,"Shummel, John",50,June 5,1751
2055,"Schlegle, Christ'n",50,June 5,1751
2056,"Scull, Abigial",50,June 12,1751
2057,"Sook, Mark",50,June 27,1751
2058,"Stouffer, H'y",50,July 17,1751
2059,"Seltzer, Johannes",50,July 17,1751
2060,"Scheirer, Jacob",40,July 18,1751
2061,"Scull, James",150,July 29,1751
2062,"Steel, Jacob",200,Aug. 10,1751
2063,"Starr, Isaac",150,Sept. 18,1751
2064,"Stonemetz, Daniel",Lot,Sept. 26,1751
2065,"Stonemetz, Daniel, & Co.",Lot,Sept. 26,1751
2066,"Sheffer, Jacob",175,Oct. 1,1751
2067,"Seidle, Andrew",100,Oct. 12,1751
2068,"Stevens, Rich'd",25,Oct. 21,1751
2069,"Starret, John",200,Nov. 2,1751
2070,"Starret, John",200,Nov. 2,1751
2071,"Sasmanhouser, H. Yost",25,Dec. 21,1751
2072,"Sigfridt, Andrew",25,Jan. 31,1752
2073,"Schneider, Peter",Lot,Feb. 3,1752
2074,"Schneider, John",Lot,Feb. 3,1752
2075,"Stump, Christ'r",Lot,Feb. 3,1752
2076,"Schrnell, Mich'l",Lot,Feb. 3,1752
2077,"Swenk, Baltzer",Lot,Feb. 3,1752
2078,"Scherker, Simon",Lot,Feb. 3,1752
2079,"Schwartz, Geo.",25,Feb. 3,1752
2080,"Schneider, Fred'k",100,Feb. 6,1752
2081,"Shack, Stophel",50,Feb. 7,1752
2082,"Smith, Jacob",An add'l tract,Feb. 11,1752
2083,"Shenkel, Martin",50,Feb. 27,1752
2084,"Shell, Jacob",25,March 5,1752
2085,"Shippler, Wm.",100,April 6,1752
2086,"Strevy, Jacob",25,Aug. 10,1752
2087,"Shultz, Fred'k",50,March 21,1754
2088,"Stamper, John,",Lot,Feb. 20,1755
2089,"Summony, Isaac",20,April 27,1756
2090,"Seigler, Philip",50,May 9,1758
2091,"Stonemetz, H'y",Lot,July 23,1758
2092,"Say, Thomas",Lot,Feb. 18,1760
2093,"Stedman, Charles",Lot,Feb. 23,1760
2094,"Seth, James",Lot,Dec. 4,1760
2095,"Stamper, John",Lot,Dec. 11,1761
2096,"Schrager, Goshen",null,March 21,1761
2097,"Smith, Wm., Dr.",5,July 30,1761
2098,"Shoemaker, Samuel",null,Feb. 23,1762
2099,"Stillwaggon, John",Lot,March 28,1763
2100,"Salter, Thomas",Lot,Sept. 6,1764
2101,"Steinford, Baltzer",Lot,March 15,1765
2102,"Shoemaker, Jane, & others",null,July 18,1765
2103,"Snyder, Leonard",60,Aug. 14,1766
2104,"Smith, Wm., Rev'd.",Lot,Nov. 17,1766
2105,"Shoemaker, Thomas",Lot,March 3,1767
2106,"Stiles, Edw., & others",Lots,Nov. 6,1769
2107,"Smith, Robt.",Lot,Jan. 6,1770
2108,"Shellenberger, John",143,Feb. 7,1770
2109,"Scattergood, John",Lot,March 30,1770
2110,"Scattergood, John",Lot,March 30,1770
2111,"Scattergood, Thomas",Lot,April 20,1770
2112,"Salter, Thomas",Lot,,1770
2113,"Statford, Thomas",50,Sept. 10,1770
2114,"Schuler, Gabriel",50,June 19,1772
2115,"Shute, William",null,Feb. 1,1773
2116,"Smith, William, & others",112,April 3,1773
2117,"Streiper, George",Lot,Oct. 23,1776
2118,"Shallus, Jacob",Lot,Aug. 26,1783
2119,"Shubert, Philip, & others",1,Sept. 16,1808
2120,"Smith, Thomas G. & Robert W.",3,Sept. 28,1853
2121,"Timmerman, Mich'l",150,Feb. 5,1733
2122,"Timmerman, Bastian",100,March 14,1733
2123,"Threes, Cornelius, & others",250,Dec. 14,1733
2124,"Turner, Joseph",18.66,Dec. 31,1733
2125,"Track, Rudolph",100,Jan. 8,1731
2126,"Turner, John",250,Feb. 27,1734
2127,"Tipping, Robert","Lot, &c.",March 15,1733-4
2128,"Tipping, Robert",500,March 15,1733-4
2129,"Thomas, Richard",150,April 8,1734
2130,"Totherah, Philip Geo.",100,May 29,1734
2131,"Tokelberg, Peter",100,Aug. 1,1734
2132,"Teeter, John",250,Aug. 26,1734
2133,"Trawser, Nicholas",200,Aug. 29,1734
2134,"Trees, Cornelius",200,Sept. 3,1734
2135,"Taylor, Christian",100,Sept. 4,1734
2136,"Trumbauer, Geo.",100,Oct. 16,1734
2137,"Ter, Martin",130,Oct. 30,1734
2138,"Ter, Martin",25,Nov. 6,1734
2139,"Totherah, Mich'l",50,Nov. 8,1734
2140,"Timmerman, Mich'l",50,Nov. 13,1734
2141,"Thomas, Evan",320,Nov. 18,1734
2142,"Timmerman, Bastian",200,April 10,1735
2143,"Tumnecliff, Isaac",null,Dec. 30,1734
2144,"Tanner, Jacob",150,Oct. 26,1736
2145,"Tyson, Rynier, Jr.",100,Nov. 26,1736
2146,"Tomlinson, Wm.",150,Dec. 31,1736
2147,"Turner, Joseph",139,July 19,1737
2148,"Treese, Peter",200,March 29,1738
2149,"Timmerman, alias Zimmerman, Geo. Mich'l",333,May 6,1741
2150,"Tyson, Rynier, Jr.",195,Dec. 26,1741
2151,"Taylor, Abraham, Esq.",424.5,Feb. 1,1742
2152,"Timmerman, Sebastian",50,June 9,1742
2153,"Taylor, Abraham",Lot,June 25,1742
2154,"Tidmarsh, Wm.",Lot,Dec. 3,1742
2155,"Tisher, Peter",100,Feb. 8,1743
2156,"Trees, Cornelius",200,Feb. 23,1743
2157,"Taylor, James",300,Feb. 22,1743
2158,"Terr, Lawrence",50,April 20,1745
2159,"Trump, Adam",100,Feb. 24,1746
2160,"Treibelbies, Jacob",200,March 25,1746
2161,"Timmerman, Sebastian",25,Sept. 22,1746
2162,"Trees, Cornelius",25,March 15,1747
2163,"Taylor, John",200,March 16,1748
2164,"Thomas, Robert",30,April 6,1749
2165,"Tilbaun, Henry",100,April 12,1749
2166,"Timmerman, Sebastian",25,May 16,1749
2167,"Tholl, Christian",25,July 20,1749
2168,"Timmerman, Sebastian",50,Dec. 7,1749
2169,"Ticker, Valentine",50,Feb. 21,1750
2170,"Tryblepiss, Jacob",50,March 1,1750
2171,"Tribell, Michael John",25,March 28,1750
2172,"Tomlinson, William",50,June 3,1751
2173,"Trembour, Peter",Lot 122,Feb. 3,1752
2174,"Taylor, Abraham",478,March 12,1754
2175,"Thomas, Leonard & Robert",50,March 28,1758
2176,"Taggart, Mary",null,Jan. 1,1759
2177,"Todd, David",150,Nov. 13,1760
2178,"Todd, Robert, Jr.",200,Dec. 19,1760
2179,"Turner, Joseph, Esq.",Lot,Aug. 1,1761
2180,"Turner, Joseph, Esq.",Lot,Aug. 2,1761
2181,"Todd, David","44, 56",March 7,1765
2182,"Todd, David",134115,Dec. 13,1769
2183,"Tomkins, Robert,",Lot,July 27,1772
2184,"Thomas, Leonard",20,Sept. 28,1773
2185,"Thompson, John S.",1000,Sept. 10,1774
2186,"Tresly, Jacob",15,March 24,1823
2187,"Toy, Elias",60,May 3,1837
2188,"Tatham, George W.",21.70,Aug. 4,1849
2189,"Tatham, George W.",6.94,Oct. 22,1849
2190,"Tatham, George W.",4118,Sept. 2,1850
2191,"Vernon, Henry",150,Jan. 23,1733
2192,"Vernon, Jacob",10 Liberty L.,June 10,1733
2193,"Unquebrant, Christian",125,Jan. 17,1734
2194,"Vinning, Abraham",City lots,Feb. 5,1733-4
2195,"Vernon, Thomas",10,Feb. 7,1733-4
2196,"Vernon, Joseph",10,June 12,1734
2197,"Vickers, Robert, & others",10.39,July 23,1734
2198,"Uplinger, Nicholas, & others",60,Aug. 31,1834
2199,"Undeligh, George",150,Sept. 2,1734
2200,"Vogeler, John",150,June 8,1736
2201,"Vogelle, Geo. Hans",100,June 9,1736
2202,"Varner, Christ'n & Philip",Lot,June 21,1742
2203,"Voght, Peter John",100,May 21,1744
2204,"Vinner, Nicholas H.",50,June 15,1748
2205,"Underceffer, Michael",50,Nov. 24,1748
2206,"Vanhoosa, Felty",50,March 5,1750
2207,"Vernon, Isaac",10,Oct. 3,1751
2208,"Ulrich, Fred'k",50,Jan. 18,1752
2209,"Venable, Wm., heir, &c.",City lot,Feb. 27,1752
2210,"Vanderslice, Jacob",140.5,April 6,1758
2211,"Ulrich, Valentine",148,Feb. 14,1770
2212,"Vandike, Derrick alias Richard",3,May 22,1773
2213,"Underkoffer, Jacob, Sen'r",100,July 1,1784
2214,"Underkoffer, Jacob, Sen'r",66,July 1,1784
2215,"Whiley, John",200,Jan. 31,1733
2216,"Whiley, Joseph",600,Jan. 31,1733
2217,"Welgar, George",150,Feb. 5,1733
2218,"Wedner, Adam",50,Feb. 5,1733
2219,"Wolf, Henry",100,Feb. 27,1733
2220,"Wink, Casper",50,March 14,1733
2221,"White, John",21.47,May 3,1733
2222,"Wagener, Geo.",100,Jan. 17,1734
2223,"Walker, Joseph",100,Feb. 4,1734
2224,"Wendenhill, Hans",100,Feb. 25,1734
2225,"Wilhelm, Jacob",150,March 6,1734
2226,"Warner, Edward",null,March 15,1733-4
2227,"Wyand, Wyndle",225,March 20,1734
2228,"Widner, Cathrine",200,May 6,1734
2229,"Wells, Edward",250,June 6,1734
2230,"Widner, George",100,Aug. 2,1734
2231,"Whitstone, H'y",200,Sept. 20,1734
2232,"Wertz, William",100,Oct. 30,1734
2233,"Wright, Slzemeo",100,Oct. 30,1734
2234,"Wolf, Henry",50,Nov. 21,1734
2235,"Wierman, Hans",100,Dec. 4,1734
2236,"Wolfinger, Bernard",100,March 26,1735
2237,"Widener, Adam",50,Oct. 8,1735
2238,"Weaver, Peter",200,Jan. 20,1736
2239,"Widener, Adam Geo.",200,Jan. 27,1736
2240,"West, Charles",City lot,Feb. 25,1735-6
2241,"Warder, Thomas, & Co.",25,March 5,1735-6
2242,"Weydner, George",100,Feb. 4,1737
2243,"Wanner, Martin",200,Feb. 14,1737
2244,"William, William",100,Feb. 15,1737
2245,"Waddlepound, Peter",100,Feb. 16,1737
2246,"Weydner, Adam Geo.",100,Feb. 28,1737
2247,"Wall, Oswald",100,March 15,1737
2248,"Wise, William",150,March 15,1737
2249,"Wilson, Robt.",150,March 18,1737
2250,"Weyley, Wm.",100,March 21,1737
2251,"Week, Philip",100,July 19,1737
2252,"Week, Christian",200,Aug. 24,1737
2253,"Weigner, John",100,Sept. 21,1737
2254,"Weigar, Geo. John",200,Oct. 4,1737
2255,"Whooy, Ulrich",100,Oct. 26,1737
2256,"Wyler, John",200 or 300,Nov. 9,1737
2257,"Weyse, Adam",200,Nov. 9,1737
2258,"Wishart, Peter",null,Jan. 5,1738
2259,"Whiteman, John",100,Jan. 27,1738
2260,"Worrel, John",300,March 25,1738
2261,"Wiley, Joseph",50,April 29,1738
2262,"Wagenaar, Charles",200,June 2,1738
2263,"Wallod, John",150,July 4,1738
2264,"Weaver, Peter",200,Aug. 9,1738
2265,"Wurtz, Conrod John",150,Sept. 14,1738
2266,"Williams, John",200,Oct. 2,1738
2267,"Warin, Michael",150,Jan. 1,1739
2268,"Wink, Casper",100,Feb. 14,1739
2269,"Weydner, John",100,March 5,1739
2270,"Worrall, John",220,Dec. 1,1739
2271,"Winder, Nicholas",100,Dec. 29,1739
2272,"Wister, Casper",227117,July 24,1740
2273,"Weegner, Melchoir",75,Oct. 15,1740
2274,"Walber, Peter",50,Dec. 17,1740
2275,"Wagenar, Martin Geo.",100110,April 6,1741
2276,"Wurtzman, Philip",100,April 9,1741
2277,"Wherry, Jacob",100,Dec. 4,1741
2278,"Wharton, Joseph",null,June 4,1742
2279,"Whegely, George",50,Oct. 20,1742
2280,"Wyler, Martin",50,Nov. 17,1742
2281,"Weiger, Geo. John",50,Dec. 1,1742
2282,"Werrall, John",200,Dec. 15,1742
2283,"Wolfinger, Bernard",150,May 27,1743
2284,"Wentz, Peter, & Co.",945,Aug. 25,1743
2285,"Wetzel, Jacob",25,Nov. 10,1743
2286,"Wiley, John",100,Jan. 18,1744
2287,"Westein, Henry",50,May 3,1744
2288,"Weisner, David",100,Aug. 13,1744
2289,"Weis, Benedict",150,Nov. 2,1744
2290,"Weaver, Dewaldt",50,Dec. 4,1744
2291,"Wagenar, Jacob",100,March 13,1745
2292,"Wygard, George",150,June 4,1745
2293,"Wagenaar, George",50,April 4,1746
2294,"Worrall, John",20,Aug. 6,1746
2295,"Will, Garrett",200,Oct. 28,1746
2296,"Weiser, David",50,March 8,1747
2297,"Windermaker, Jacob",50,March 2,1747
